File Name,Sliced File Name,Truncated Description,Description,Certainty
image724,image724_02_02.jpg,skunk,"skunk, polecat, wood pussy",0.269299656
image725,image725.jpg,bolo tie,"bolo tie, bolo, bola tie, bola",0.310723007
image725,image725_01_01.jpg,Greater Swiss Mountain dog,Greater Swiss Mountain dog,0.051583394
image725,image725_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.088389248
image725,image725_02_01.jpg,stole,stole,0.145803735
image725,image725_02_02.jpg,bolo tie,"bolo tie, bolo, bola tie, bola",0.693897009
image726,image726.jpg,golf ball,golf ball,0.225524977
image726,image726_01_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.10802301
image726,image726_01_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.116434366
image726,image726_02_01.jpg,greenhouse,"greenhouse, nursery, glasshouse",0.33687526
image726,image726_02_02.jpg,military uniform,military uniform,0.077955306
image727,image727.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.645296395
image727,image727_01_01.jpg,seat belt,"seat belt, seatbelt",0.296213448
image727,image727_01_02.jpg,bathing cap,"bathing cap, swimming cap",0.14519003
image727,image727_02_01.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.346350282
image727,image727_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.199448153
image728,image728.jpg,jersey,"jersey, T-shirt, tee shirt",0.755842865
image728,image728_01_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.167742416
image728,image728_01_02.jpg,ski mask,ski mask,0.20611167
image728,image728_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.896442354
image728,image728_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.317447662
image729,image729.jpg,miniskirt,"miniskirt, mini",0.127201512
image729,image729_01_01.jpg,confectionery,"confectionery, confectionary, candy store",0.384809375
image729,image729_01_02.jpg,mask,mask,0.164428547
image729,image729_02_01.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.185391992
image729,image729_02_02.jpg,miniskirt,"miniskirt, mini",0.07314191
image73,image73.jpg,bulletproof vest,bulletproof vest,0.117817923
image73,image73_01_01.jpg,maillot,maillot,0.342106402
image73,image73_01_02.jpg,seat belt,"seat belt, seatbelt",0.612006962
image73,image73_02_01.jpg,hoopskirt,"hoopskirt, crinoline",0.118215233
image73,image73_02_02.jpg,maillot,maillot,0.268333584
image730,image730.jpg,suit,"suit, suit of clothes",0.104762875
image730,image730_01_01.jpg,shoe shop,"shoe shop, shoe-shop, shoe store",0.066898182
image730,image730_01_02.jpg,jean,"jean, blue jean, denim",0.631447792
image730,image730_02_01.jpg,maze,"maze, labyrinth",0.719193101
image730,image730_02_02.jpg,dumbbell,dumbbell,0.173127711
image731,image731.jpg,pool table,"pool table, billiard table, snooker table",0.999989867
image731,image731_01_01.jpg,Egyptian cat,Egyptian cat,0.573710799
image731,image731_01_02.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.242618158
image731,image731_02_01.jpg,pool table,"pool table, billiard table, snooker table",0.973248541
image731,image731_02_02.jpg,pool table,"pool table, billiard table, snooker table",0.996602893
image732,image732.jpg,harmonica,"harmonica, mouth organ, harp, mouth harp",0.697500169
image732,image732_01_01.jpg,sunglass,sunglass,0.244446725
image732,image732_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.190927476
image732,image732_02_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.105711453
image732,image732_02_02.jpg,pajama,"pajama, pyjama, pj's, jammies",0.447702408
image733,image733.jpg,stole,stole,0.038213525
image733,image733_01_01.jpg,bonnet,"bonnet, poke bonnet",0.40267238
image733,image733_01_02.jpg,sweatshirt,sweatshirt,0.421163917
image733,image733_02_01.jpg,sarong,sarong,0.396611661
image733,image733_02_02.jpg,sunglass,sunglass,0.068451159
image734,image734.jpg,fountain,fountain,0.366956383
image734,image734_01_01.jpg,fountain,fountain,0.467143714
image734,image734_01_02.jpg,cliff,"cliff, drop, drop-off",0.709748089
image734,image734_02_01.jpg,geyser,geyser,0.906097412
image734,image734_02_02.jpg,cliff,"cliff, drop, drop-off",0.093346618
image735,image735.jpg,sunglass,sunglass,0.583343208
image735,image735_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.189802662
image735,image735_01_02.jpg,cliff,"cliff, drop, drop-off",0.301397353
image735,image735_02_01.jpg,lab coat,"lab coat, laboratory coat",0.07070031
image735,image735_02_02.jpg,gown,gown,0.058763705
image736,image736.jpg,shower curtain,shower curtain,0.609288633
image736,image736_01_01.jpg,fountain,fountain,0.745581925
image736,image736_01_02.jpg,shower curtain,shower curtain,0.538181841
image736,image736_02_01.jpg,shower curtain,shower curtain,0.643621683
image736,image736_02_02.jpg,theater curtain,"theater curtain, theatre curtain",0.128809035
image737,image737.jpg,crossword puzzle,"crossword puzzle, crossword",0.055570375
image737,image737_01_01.jpg,sturgeon,sturgeon,0.131704241
image737,image737_01_02.jpg,abaya,abaya,0.089346156
image737,image737_02_01.jpg,tench,"tench, Tinca tinca",0.123283505
image737,image737_02_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.094386667
image738,image738.jpg,Windsor tie,Windsor tie,0.470736265
image738,image738_01_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.095877312
image738,image738_01_02.jpg,Windsor tie,Windsor tie,0.143484131
image738,image738_02_01.jpg,brassiere,"brassiere, bra, bandeau",0.377113611
image738,image738_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.454264492
image739,image739.jpg,wild boar,"wild boar, boar, Sus scrofa",0.402051061
image739,image739_01_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.135825813
image739,image739_01_02.jpg,stole,stole,0.500267565
image739,image739_02_01.jpg,orangutan,"orangutan, orang, orangutang, Pongo pygmaeus",0.125885636
image739,image739_02_02.jpg,groenendael,groenendael,0.445246845
image74,image74.jpg,bolo tie,"bolo tie, bolo, bola tie, bola",0.343632311
image74,image74_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.785894156
image74,image74_01_02.jpg,thunder snake,"thunder snake, worm snake, Carphophis amoenus",0.048121564
image74,image74_02_01.jpg,jean,"jean, blue jean, denim",0.574929297
image74,image74_02_02.jpg,swing,swing,0.102595687
image740,image740.jpg,frilled lizard,"frilled lizard, Chlamydosaurus kingi",0.653838933
image740,image740_01_01.jpg,frilled lizard,"frilled lizard, Chlamydosaurus kingi",0.831256628
image740,image740_01_02.jpg,worm fence,"worm fence, snake fence, snake-rail fence, Virginia fence",0.31584096
image740,image740_02_01.jpg,agama,agama,0.398797244
image740,image740_02_02.jpg,cougar,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.159396961
image741,image741.jpg,cleaver,"cleaver, meat cleaver, chopper",0.223588035
image741,image741_01_01.jpg,bonnet,"bonnet, poke bonnet",0.461890101
image741,image741_01_02.jpg,lab coat,"lab coat, laboratory coat",0.050042313
image741,image741_02_01.jpg,iron,"iron, smoothing iron",0.251378179
image741,image741_02_02.jpg,lab coat,"lab coat, laboratory coat",0.105221763
image742,image742.jpg,sweatshirt,sweatshirt,0.299359173
image742,image742_01_01.jpg,marimba,"marimba, xylophone",0.087632582
image742,image742_01_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.879085183
image742,image742_02_01.jpg,sweatshirt,sweatshirt,0.280570567
image742,image742_02_02.jpg,maillot,maillot,0.139970854
image743,image743.jpg,sock,sock,0.172872707
image743,image743_01_01.jpg,bathing cap,"bathing cap, swimming cap",0.774355948
image743,image743_01_02.jpg,poncho,poncho,0.221477911
image743,image743_02_01.jpg,abaya,abaya,0.110134631
image743,image743_02_02.jpg,Christmas stocking,Christmas stocking,0.042630948
image744,image744.jpg,pier,pier,0.388930559
image744,image744_01_01.jpg,street sign,street sign,0.07990317
image744,image744_01_02.jpg,gondola,gondola,0.622872114
image744,image744_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.270195901
image744,image744_02_02.jpg,marimba,"marimba, xylophone",0.391771734
image745,image745.jpg,unicycle,"unicycle, monocycle",0.487596214
image745,image745_01_01.jpg,cliff,"cliff, drop, drop-off",0.561060071
image745,image745_01_02.jpg,cliff,"cliff, drop, drop-off",0.192963108
image745,image745_02_01.jpg,parachute,"parachute, chute",0.285092533
image745,image745_02_02.jpg,unicycle,"unicycle, monocycle",0.614568412
image746,image746.jpg,parachute,"parachute, chute",0.111743279
image746,image746_01_01.jpg,megalith,"megalith, megalithic structure",0.468411744
image746,image746_01_02.jpg,megalith,"megalith, megalithic structure",0.279709131
image746,image746_02_01.jpg,mountain bike,"mountain bike, all-terrain bike, off-roader",0.038735315
image746,image746_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.798086762
image747,image747.jpg,racket,"racket, racquet",0.379463404
image747,image747_01_01.jpg,library,library,0.113386512
image747,image747_01_02.jpg,bell cote,"bell cote, bell cot",0.175115645
image747,image747_02_01.jpg,running shoe,running shoe,0.562327027
image747,image747_02_02.jpg,dumbbell,dumbbell,0.423258662
image748,image748.jpg,seashore,"seashore, coast, seacoast, sea-coast",0.528801084
image748,image748_01_01.jpg,horizontal bar,"horizontal bar, high bar",0.546601355
image748,image748_01_02.jpg,horizontal bar,"horizontal bar, high bar",0.197566539
image748,image748_02_01.jpg,cliff,"cliff, drop, drop-off",0.796193957
image748,image748_02_02.jpg,cliff,"cliff, drop, drop-off",0.40040791
image749,image749.jpg,remote control,"remote control, remote",0.289154083
image749,image749_01_01.jpg,miniskirt,"miniskirt, mini",0.105017141
image749,image749_01_02.jpg,hand blower,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.19981584
image749,image749_02_01.jpg,maillot,maillot,0.164373457
image749,image749_02_02.jpg,jean,"jean, blue jean, denim",0.285397679
image75,image75.jpg,sunglasses,"sunglasses, dark glasses, shades",0.574926078
image75,image75_01_01.jpg,plunger,"plunger, plumber's helper",0.505510747
image75,image75_01_02.jpg,lipstick,"lipstick, lip rouge",0.086542346
image75,image75_02_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.308175921
image75,image75_02_02.jpg,necklace,necklace,0.099832483
image750,image750.jpg,monitor,monitor,0.116928428
image750,image750_01_01.jpg,balance beam,"balance beam, beam",0.32061556
image750,image750_01_02.jpg,comic book,comic book,0.115040287
image750,image750_02_01.jpg,book jacket,"book jacket, dust cover, dust jacket, dust wrapper",0.283740133
image750,image750_02_02.jpg,balance beam,"balance beam, beam",0.098179147
image751,image751.jpg,cliff,"cliff, drop, drop-off",0.935186088
image751,image751_01_01.jpg,cliff,"cliff, drop, drop-off",0.474830061
image751,image751_01_02.jpg,cliff,"cliff, drop, drop-off",0.806705236
image751,image751_02_01.jpg,cliff,"cliff, drop, drop-off",0.309904873
image751,image751_02_02.jpg,valley,"valley, vale",0.217510924
image752,image752.jpg,swimming trunks,"swimming trunks, bathing trunks",0.590907156
image752,image752_01_01.jpg,albatross,"albatross, mollymawk",0.064251237
image752,image752_01_02.jpg,balance beam,"balance beam, beam",0.243773758
image752,image752_02_01.jpg,bikini,"bikini, two-piece",0.454055876
image752,image752_02_02.jpg,swimming trunks,"swimming trunks, bathing trunks",0.179101318
image753,image753.jpg,Shetland sheepdog,"Shetland sheepdog, Shetland sheep dog, Shetland",0.501081228
image753,image753_01_01.jpg,suit,"suit, suit of clothes",0.071073897
image753,image753_01_02.jpg,wig,wig,0.442344457
image753,image753_02_01.jpg,toy terrier,toy terrier,0.767327189
image753,image753_02_02.jpg,Band Aid,Band Aid,0.050900176
image754,image754.jpg,cornet,"cornet, horn, trumpet, trump",0.441732585
image754,image754_01_01.jpg,seat belt,"seat belt, seatbelt",0.358280987
image754,image754_01_02.jpg,Yorkshire terrier,Yorkshire terrier,0.091247745
image754,image754_02_01.jpg,miniskirt,"miniskirt, mini",0.153688148
image754,image754_02_02.jpg,bathtub,"bathtub, bathing tub, bath, tub",0.135120258
image755,image755.jpg,trimaran,trimaran,0.275781512
image755,image755_01_01.jpg,swing,swing,0.15342015
image755,image755_01_02.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.070048466
image755,image755_02_01.jpg,suit,"suit, suit of clothes",0.496089816
image755,image755_02_02.jpg,military uniform,military uniform,0.090336047
image756,image756.jpg,sweatshirt,sweatshirt,0.943981111
image756,image756_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.109460272
image756,image756_01_02.jpg,tench,"tench, Tinca tinca",0.074040681
image756,image756_02_01.jpg,sweatshirt,sweatshirt,0.727549136
image756,image756_02_02.jpg,sweatshirt,sweatshirt,0.831924319
image757,image757.jpg,theater curtain,"theater curtain, theatre curtain",0.889899015
image757,image757_01_01.jpg,theater curtain,"theater curtain, theatre curtain",0.905961096
image757,image757_01_02.jpg,stage,stage,0.822372019
image757,image757_02_01.jpg,suit,"suit, suit of clothes",0.91510278
image757,image757_02_02.jpg,cinema,"cinema, movie theater, movie theatre, movie house, picture palace",0.646962821
image758,image758.jpg,joystick,joystick,0.358602405
image758,image758_01_01.jpg,laptop,"laptop, laptop computer",0.165048257
image758,image758_01_02.jpg,organ,"organ, pipe organ",0.438406646
image758,image758_02_01.jpg,computer keyboard,"computer keyboard, keypad",0.158192128
image758,image758_02_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.136929393
image759,image759.jpg,seat belt,"seat belt, seatbelt",0.128305167
image759,image759_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.176095709
image759,image759_01_02.jpg,military uniform,military uniform,0.520581305
image759,image759_02_01.jpg,seat belt,"seat belt, seatbelt",0.097749583
image759,image759_02_02.jpg,seat belt,"seat belt, seatbelt",0.51024425
image76,image76.jpg,Chihuahua,Chihuahua,0.872856915
image76,image76_01_01.jpg,Chihuahua,Chihuahua,0.891743064
image76,image76_01_02.jpg,Chihuahua,Chihuahua,0.966737449
image76,image76_02_01.jpg,Chihuahua,Chihuahua,0.486982405
image76,image76_02_02.jpg,beagle,beagle,0.237966493
image760,image760.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.282123238
image760,image760_01_01.jpg,face powder,face powder,0.093805276
image760,image760_01_02.jpg,Band Aid,Band Aid,0.120006375
image760,image760_02_01.jpg,Band Aid,Band Aid,0.279995441
image760,image760_02_02.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.093127444
image761,image761.jpg,seat belt,"seat belt, seatbelt",0.946301162
image761,image761_01_01.jpg,seat belt,"seat belt, seatbelt",0.45573774
image761,image761_01_02.jpg,seat belt,"seat belt, seatbelt",0.911949456
image761,image761_02_01.jpg,seat belt,"seat belt, seatbelt",0.775200784
image761,image761_02_02.jpg,seat belt,"seat belt, seatbelt",0.879084706
image762,image762.jpg,sunglasses,"sunglasses, dark glasses, shades",0.848080099
image762,image762_01_01.jpg,snorkel,snorkel,0.401017606
image762,image762_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.533353448
image762,image762_02_01.jpg,syringe,syringe,0.119006008
image762,image762_02_02.jpg,radio telescope,"radio telescope, radio reflector",0.076568007
image763,image763.jpg,lab coat,"lab coat, laboratory coat",0.328191966
image763,image763_01_01.jpg,oxygen mask,oxygen mask,0.076669045
image763,image763_01_02.jpg,lab coat,"lab coat, laboratory coat",0.244043618
image763,image763_02_01.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.147103086
image763,image763_02_02.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.253883839
image764,image764.jpg,suit,"suit, suit of clothes",0.690198123
image764,image764_01_01.jpg,lipstick,"lipstick, lip rouge",0.135780856
image764,image764_01_02.jpg,mortarboard,mortarboard,0.104393154
image764,image764_02_01.jpg,suit,"suit, suit of clothes",0.53221184
image764,image764_02_02.jpg,suit,"suit, suit of clothes",0.689035535
image765,image765.jpg,picket fence,"picket fence, paling",0.519980967
image765,image765_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.033192761
image765,image765_01_02.jpg,bassoon,bassoon,0.073039867
image765,image765_02_01.jpg,picket fence,"picket fence, paling",0.870175898
image765,image765_02_02.jpg,military uniform,military uniform,0.144758955
image766,image766.jpg,suit,"suit, suit of clothes",0.739926338
image766,image766_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.095537759
image766,image766_01_02.jpg,neck brace,neck brace,0.148783848
image766,image766_02_01.jpg,suit,"suit, suit of clothes",0.548996687
